X.chr	start	end	startCpG	endCpG	target	region	lenCpG	bp	tg_mean	bg_mean	delta_means	delta_quants	delta_maxmin	ttest	direction
chr1	14715741	14715876	279018	279025	Lung_Alveolar_Epithelium	chr1:14715741-14715876	7CpGs	135bp	0.0541	0.89	0.836	0.596	0.338	4.45e-44	U
chr1	14768870	14768881	279770	279773	Pancreas_Duct_cells	chr1:14768870-14768881	3CpGs	11bp	0.0769	0.898	0.821	0.543	0.0157	7.1e-29	U
chr1	14776612	14776861	279900	279906	Ovary_Endometrial_Epithelium	chr1:14776612-14776861	6CpGs	249bp	0.18	0.894	0.714	0.48	-0.13	1.37e-34	U
chr1	14794218	14794265	280179	280182	Bone_Osteoblasts	chr1:14794218-14794265	3CpGs	47bp	0.143	0.89	0.748	0.542	0.231	1.43e-199	U
chr1	14801319	14801453	280305	280314	Heart_Fibroblasts	chr1:14801319-14801453	9CpGs	134bp	0.259	0.906	0.648	0.491	-0.25	2.87e-39	U
chr1	14906424	14906523	281790	281795	Bladder_Epithelial_cells	chr1:14906424-14906523	5CpGs	99bp	0.224	0.895	0.671	0.424	0.32	6.33e-55	U
chr1	14954541	14954609	282749	282754	Breast_Luminal_Epithelium	chr1:14954541-14954609	5CpGs	68bp	0.0692	0.89	0.82	0.55	0.385	1.82e-31	U
chr1	14976381	14976596	283168	283178	Kidney_Epithelium	chr1:14976381-14976596	10CpGs	215bp	0.158	0.918	0.759	0.474	-0.215	5.31e-59	U
chr1	15065873	15065942	284915	284923	Blood_NK_cells	chr1:15065873-15065942	8CpGs	69bp	0.0653	0.882	0.817	0.53	0.127	2.39e-27	U
chr1	15065985	15066060	284924	284930	Blood_NK_cells	chr1:15065985-15066060	6CpGs	75bp	0.0705	0.882	0.812	0.576	0.0232	4.26e-29	U
chr1	15067790	15068566	284958	284983	Dermal_Fibroblasts	chr1:15067790-15068566	25CpGs	776bp	0.313	0.903	0.59	0.366	-0.151	5.78e-174	U
chr1	15078922	15079152	285166	285171	Prostate_Epithelium	chr1:15078922-15079152	5CpGs	230bp	0.314	0.884	0.571	0.284	0.0148	9.59e-31	U
chr1	15083575	15083630	285231	285234	Epidermal_Keratinocytes	chr1:15083575-15083630	3CpGs	55bp	0.136	0.925	0.789	0.482	0.0695	9.35e-186	U
chr1	15357243	15357555	289473	289485	Gallbladder_epithelium	chr1:15357243-15357555	12CpGs	312bp	0.158	0.928	0.77	0.629	0.448	2.34e-239	U
chr1	15357587	15357921	289486	289492	Gallbladder_epithelium	chr1:15357587-15357921	6CpGs	334bp	0.0106	0.916	0.906	0.738	0.591	3.3e-239	U
chr1	15413703	15413724	290598	290601	Blood_NK_cells	chr1:15413703-15413724	3CpGs	21bp	0.293	0.926	0.633	0.356	0.11	2.09e-32	U
chr1	15439286	15440165	291149	291177	Pancreas_Acinar_cells	chr1:15439286-15440165	28CpGs	879bp	0.0527	0.933	0.88	0.798	0.606	6.49e-114	U
chr1	15440533	15441018	291186	291204	Pancreas_Acinar_cells	chr1:15440533-15441018	18CpGs	485bp	0.0503	0.923	0.873	0.757	0.571	7.98e-101	U
chr1	15441048	15441129	291205	291209	Pancreas_Acinar_cells	chr1:15441048-15441129	4CpGs	81bp	0.0596	0.925	0.865	0.737	0.537	2.59e-80	U
chr1	15441798	15441831	291216	291219	Pancreas_Acinar_cells	chr1:15441798-15441831	3CpGs	33bp	0.0407	0.89	0.849	0.639	0.462	4.87e-58	U
chr1	15449974	15450353	291335	291343	Pancreas_Acinar_cells	chr1:15449974-15450353	8CpGs	379bp	0.0676	0.884	0.816	0.623	0.426	2.77e-59	U
chr1	15450476	15451152	291344	291355	Pancreas_Acinar_cells	chr1:15450476-15451152	11CpGs	676bp	0.0523	0.918	0.866	0.71	0.544	3.76e-80	U
chr1	15451392	15452299	291356	291363	Pancreas_Acinar_cells	chr1:15451392-15452299	7CpGs	907bp	0.117	0.907	0.79	0.653	0.445	5.53e-78	U
chr1	15454032	15454186	291388	291394	Pancreas_Acinar_cells	chr1:15454032-15454186	6CpGs	154bp	0.0453	0.901	0.856	0.665	0.534	2.57e-63	U
chr1	15456872	15457483	291443	291453	Pancreas_Acinar_cells	chr1:15456872-15457483	10CpGs	611bp	0.0701	0.918	0.848	0.66	0.51	3.8e-68	U
chr1	15458781	15458854	291463	291467	Pancreas_Acinar_cells	chr1:15458781-15458854	4CpGs	73bp	0.0864	0.954	0.867	0.765	0.555	4.94e-112	U
chr1	15459241	15459444	291468	291475	Pancreas_Acinar_cells	chr1:15459241-15459444	7CpGs	203bp	0.0934	0.935	0.842	0.708	0.426	9.28e-85	U
chr1	15472286	15472460	291675	291680	Pancreas_Acinar_cells	chr1:15472286-15472460	5CpGs	174bp	0.0814	0.918	0.836	0.725	0.45	2.49e-73	U
chr1	15472928	15473637	291691	291705	Pancreas_Acinar_cells	chr1:15472928-15473637	14CpGs	709bp	0.0991	0.92	0.821	0.662	0.497	1.25e-75	U
chr1	15474250	15474643	291707	291724	Pancreas_Acinar_cells	chr1:15474250-15474643	17CpGs	393bp	0.168	0.933	0.765	0.643	0.461	1.4e-94	U
chr1	15474911	15475547	291730	291743	Pancreas_Acinar_cells	chr1:15474911-15475547	13CpGs	636bp	0.172	0.918	0.747	0.617	0.432	8.4e-73	U
chr1	15476418	15476952	291748	291760	Pancreas_Acinar_cells	chr1:15476418-15476952	12CpGs	534bp	0.0703	0.909	0.838	0.668	0.447	1.34e-72	U
chr1	15478024	15478627	291768	291775	Pancreas_Acinar_cells	chr1:15478024-15478627	7CpGs	603bp	0.107	0.921	0.814	0.679	0.344	6.34e-68	U
chr1	15479260	15479866	291783	291797	Pancreas_Acinar_cells	chr1:15479260-15479866	14CpGs	606bp	0.165	0.925	0.761	0.62	0.297	9.32e-75	U
chr1	15493185	15494660	291995	292024	Pancreas_Acinar_cells	chr1:15493185-15494660	29CpGs	1475bp	0.148	0.918	0.769	0.644	0.429	1.35e-82	U
chr1	15495092	15495639	292039	292054	Pancreas_Acinar_cells	chr1:15495092-15495639	15CpGs	547bp	0.0739	0.925	0.851	0.756	0.519	1.81e-96	U
chr1	15495862	15496076	292055	292058	Pancreas_Acinar_cells	chr1:15495862-15496076	3CpGs	214bp	0.104	0.929	0.825	0.667	0.38	5.15e-78	U
chr1	15682025	15682220	295031	295036	Blood_B_cells	chr1:15682025-15682220	5CpGs	195bp	0.117	0.896	0.779	0.512	0.224	1.03e-48	U
chr1	15704501	15704858	295518	295526	Pancreas_Beta_cells	chr1:15704501-15704858	8CpGs	357bp	0.0879	0.885	0.797	0.506	0.342	4.04e-33	U
chr1	15709612	15709671	295620	295624	Pancreas_Beta_cells	chr1:15709612-15709671	4CpGs	59bp	0.0775	0.936	0.859	0.665	0.509	3.11e-70	U
chr1	15743025	15743055	296393	296399	Liver_Hepatocytes	chr1:15743025-15743055	6CpGs	30bp	0.185	0.907	0.721	0.646	-0.573	1.69e-46	U
chr1	15760052	15760188	296887	296900	Gallbladder_epithelium	chr1:15760052-15760188	13CpGs	136bp	0.0824	0.91	0.828	0.659	-0.0434	3.99e-197	U
chr1	15792751	15792767	297551	297554	Small_intestine_Epithelium	chr1:15792751-15792767	3CpGs	16bp	0.0531	0.936	0.883	0.731	0.00518	7.13e-54	U
chr1	15892245	15892827	299676	299684	Dermal_Fibroblasts	chr1:15892245-15892827	8CpGs	582bp	0.294	0.914	0.62	0.406	0.261	6.59e-202	U
chr1	16314647	16314667	307408	307412	Ovary_Endometrial_Epithelium	chr1:16314647-16314667	4CpGs	20bp	0.281	0.916	0.635	0.35	-0.485	1.8e-28	U
chr1	16343269	16343606	307844	307850	Breast_Basal_Epithelium	chr1:16343269-16343606	6CpGs	337bp	0.18	0.934	0.754	0.629	0.308	3.33e-78	U
chr1	16654186	16654237	313334	313338	Colon_Epithelium	chr1:16654186-16654237	4CpGs	51bp	0.0501	0.919	0.869	0.576	-0.0191	2e-44	U
chr1	16713371	16713524	314837	314841	Breast_Luminal_Epithelium	chr1:16713371-16713524	4CpGs	153bp	0.311	0.84	0.528	0.211	-0.0117	1.66e-18	U
chr1	16718194	16718323	314936	314941	Erythrocyte_progenitors	chr1:16718194-16718323	5CpGs	129bp	0.0391	0.871	0.831	0.624	0.513	1.21e-43	U
chr1	16973681	16974776	318833	318873	Oligodendrocytes	chr1:16973681-16974776	40CpGs	1095bp	0.178	0.926	0.748	0.637	0.275	3.99e-78	U
chr1	17023809	17024072	320070	320074	Ovary_Endometrial_Epithelium	chr1:17023809-17024072	4CpGs	263bp	0.298	0.885	0.587	0.348	-0.722	2.79e-18	U
chr1	17065829	17065857	320639	320642	Monocytes_Macrophages	chr1:17065829-17065857	3CpGs	28bp	0.176	0.921	0.745	0.489	0.137	7.92e-77	U
chr1	17164311	17164352	322089	322094	Skeletal-Muscle	chr1:17164311-17164352	5CpGs	41bp	0.38	0.9	0.52	0.279	0.132	3.68e-19	U
chr1	17176594	17176627	322216	322219	Small_intestine_Epithelium	chr1:17176594-17176627	3CpGs	33bp	0.165	0.884	0.72	0.457	0.124	2.66e-38	U
chr1	17285917	17286211	323736	323741	Erythrocyte_progenitors	chr1:17285917-17286211	5CpGs	294bp	0.0327	0.881	0.849	0.679	0.588	3.87e-51	U
chr1	17632367	17632390	329927	329932	Breast_Luminal_Epithelium	chr1:17632367-17632390	5CpGs	23bp	0.351	0.9	0.549	0.302	0.0872	3.03e-25	U
chr1	17670153	17670430	330659	330674	Pancreas_Beta_cells	chr1:17670153-17670430	15CpGs	277bp	0.0947	0.905	0.81	0.626	-0.0203	3.99e-33	U
chr1	17732231	17732370	331736	331747	Thyroid_Epithelium	chr1:17732231-17732370	11CpGs	139bp	0.091	0.914	0.823	0.64	0.574	6.91e-65	U
chr1	18112889	18112922	336489	336492	Neurons	chr1:18112889-18112922	3CpGs	33bp	0.297	0.89	0.593	0.347	-0.0545	2.98e-56	U
chr1	18589795	18589835	342190	342195	Ovary_Endometrial_Epithelium	chr1:18589795-18589835	5CpGs	40bp	0.157	0.872	0.715	0.424	-0.0985	6.85e-29	U
chr1	18590103	18590184	342198	342203	Ovary_Endometrial_Epithelium	chr1:18590103-18590184	5CpGs	81bp	0.305	0.915	0.609	0.427	0.0539	6.32e-52	U
chr1	18886988	18887261	347139	347147	Head_Neck_Epithelium	chr1:18886988-18887261	8CpGs	273bp	0.204	0.923	0.72	0.511	-0.347	4.55e-72	U
chr1	18893396	18893526	347278	347281	Ovary_Endometrial_Epithelium	chr1:18893396-18893526	3CpGs	130bp	0.162	0.899	0.737	0.345	-0.0305	1.26e-29	U
chr1	18952889	18952979	348440	348446	Pancreas_Duct_cells	chr1:18952889-18952979	6CpGs	90bp	0.164	0.913	0.749	0.582	0.105	2.3e-51	U
chr1	19006533	19006668	349239	349242	Pancreas_Duct_cells	chr1:19006533-19006668	3CpGs	135bp	0.182	0.918	0.736	0.517	0.315	1.47e-52	U
chr1	19078550	19078782	350478	350481	Head_Neck_Epithelium	chr1:19078550-19078782	3CpGs	232bp	0.186	0.923	0.737	0.524	-0.43	1.25e-72	U
chr1	19093132	19093224	350693	350697	Kidney_Epithelium	chr1:19093132-19093224	4CpGs	92bp	0.345	0.909	0.565	0.367	-0.131	2.83e-54	U
chr1	19257789	19258035	352681	352687	Breast_Basal_Epithelium	chr1:19257789-19258035	6CpGs	246bp	0.161	0.882	0.721	0.513	0.249	3.08e-41	U
chr1	19286552	19286613	353203	353207	Gallbladder_epithelium	chr1:19286552-19286613	4CpGs	61bp	0.0282	0.933	0.905	0.703	0.57	4.08e-229	U
chr1	19325434	19325463	353917	353920	Erythrocyte_progenitors	chr1:19325434-19325463	3CpGs	29bp	0.111	0.934	0.823	0.697	0.601	1.97e-83	U
chr1	19325570	19325704	353923	353928	Erythrocyte_progenitors	chr1:19325570-19325704	5CpGs	134bp	0.0389	0.884	0.845	0.669	0.59	3.13e-52	U
chr1	19325777	19325861	353929	353934	Erythrocyte_progenitors	chr1:19325777-19325861	5CpGs	84bp	0.0703	0.921	0.851	0.679	0.556	2.75e-60	U
chr1	19352050	19352116	354584	354588	Smooth_Muscle_cells	chr1:19352050-19352116	4CpGs	66bp	0.402	0.903	0.501	0.29	-0.687	1.45e-19	U
chr1	19358663	19358742	354717	354721	Blood_NK_cells	chr1:19358663-19358742	4CpGs	79bp	0.288	0.897	0.61	0.327	-0.268	1.19e-17	U
chr1	19377833	19378042	355057	355062	Gallbladder_epithelium	chr1:19377833-19378042	5CpGs	209bp	0.0705	0.913	0.842	0.655	0.493	6.51e-222	U
chr1	19393853	19394070	355344	355352	Thyroid_Epithelium	chr1:19393853-19394070	8CpGs	217bp	0.0512	0.898	0.846	0.649	0.45	7.69e-49	U
chr1	19409949	19410342	355621	355625	Pancreas_Alpha_cells	chr1:19409949-19410342	4CpGs	393bp	0.362	0.911	0.549	0.326	0.217	3.03e-31	U
chr1	19447736	19447857	356181	356188	Fallopian_Epithelium	chr1:19447736-19447857	7CpGs	121bp	0.119	0.912	0.793	0.634	-0.153	2.02e-40	U
chr1	19560992	19561038	357751	357755	Bladder_Epithelial_cells	chr1:19560992-19561038	4CpGs	46bp	0.329	0.922	0.593	0.395	-0.1	2.34e-48	U
chr1	19580154	19580197	358008	358011	Monocytes_Macrophages	chr1:19580154-19580197	3CpGs	43bp	0.203	0.932	0.729	0.491	-0.458	4.27e-53	U
chr1	19734154	19734406	360564	360571	Kidney_Epithelium	chr1:19734154-19734406	7CpGs	252bp	0.216	0.908	0.692	0.434	-0.216	5.01e-52	U
chr1	19773224	19773482	361147	361153	Dermal_Fibroblasts	chr1:19773224-19773482	6CpGs	258bp	0.303	0.867	0.564	0.324	0.0162	2.83e-157	U
chr1	19864316	19864482	362329	362339	Breast_Luminal_Epithelium	chr1:19864316-19864482	10CpGs	166bp	0.325	0.868	0.543	0.305	0.0239	9.54e-29	U
chr1	19984721	19984846	363853	363864	Ovary_Endometrial_Epithelium	chr1:19984721-19984846	11CpGs	125bp	0.214	0.914	0.701	0.368	-0.179	1.31e-35	U
chr1	20029358	20029407	364156	364160	Heart_Fibroblasts	chr1:20029358-20029407	4CpGs	49bp	0.057	0.952	0.895	0.741	0.331	3.51e-79	U
chr1	20029470	20029505	364161	364165	Heart_Fibroblasts	chr1:20029470-20029505	4CpGs	35bp	0.0516	0.896	0.845	0.645	0.239	7.12e-55	U
chr1	20030394	20030606	364176	364181	Heart_Fibroblasts	chr1:20030394-20030606	5CpGs	212bp	0.245	0.887	0.641	0.389	0.0792	3.5e-37	U
chr1	20382693	20382891	368555	368559	Breast_Basal_Epithelium	chr1:20382693-20382891	4CpGs	198bp	0.0782	0.856	0.778	0.525	0.152	1.99e-35	U
chr1	20526320	20526493	370611	370615	Bone_Osteoblasts	chr1:20526320-20526493	4CpGs	173bp	0.0593	0.876	0.817	0.604	0.505	4.21e-214	U
chr1	20527701	20527784	370618	370623	Bone_Osteoblasts	chr1:20527701-20527784	5CpGs	83bp	0.11	0.86	0.75	0.548	0.461	1.63e-206	U
chr1	20790116	20790625	375544	375551	Thyroid_Epithelium	chr1:20790116-20790625	7CpGs	509bp	0.0345	0.899	0.864	0.604	0.512	5.27e-50	U
chr1	20875061	20875712	376498	376502	Colon_Epithelium	chr1:20875061-20875712	4CpGs	651bp	0.0411	0.932	0.891	0.648	0.263	2.26e-74	U
chr1	20916695	20916823	376835	376841	Oligodendrocytes	chr1:20916695-20916823	6CpGs	128bp	0.118	0.939	0.821	0.661	0.55	3.83e-96	U
chr1	21034723	21034802	377835	377839	Heart_Cardiomyocytes	chr1:21034723-21034802	4CpGs	79bp	0.177	0.946	0.769	0.635	0.333	1.66e-85	U
chr1	21177628	21177836	379424	379431	Pancreas_Acinar_cells	chr1:21177628-21177836	7CpGs	208bp	0.156	0.942	0.786	0.627	0.259	3.35e-80	U
chr1	21251601	21251627	380677	380680	Pancreas_Acinar_cells	chr1:21251601-21251627	3CpGs	26bp	0.0637	0.932	0.868	0.625	0.489	7.37e-60	U
chr1	21353580	21353807	382630	382636	Erythrocyte_progenitors	chr1:21353580-21353807	6CpGs	227bp	0.0326	0.88	0.847	0.616	0.484	1.31e-49	U
chr1	21366730	21366849	382831	382836	Lung_Bronchial_Epithelium	chr1:21366730-21366849	5CpGs	119bp	0.225	0.912	0.687	0.495	0.277	2.4e-41	U
chr1	21459636	21459830	384404	384409	Blood_Granulocytes	chr1:21459636-21459830	5CpGs	194bp	0.126	0.948	0.823	0.649	0.533	1.1e-83	U
chr1	21511432	21511729	385170	385175	Breast_Luminal_Epithelium	chr1:21511432-21511729	5CpGs	297bp	0.35	0.896	0.546	0.296	-0.101	1.21e-17	U
chr1	21514229	21514369	385199	385202	Blood_B_cells	chr1:21514229-21514369	3CpGs	140bp	0.0719	0.875	0.803	0.512	0.167	3.04e-41	U
chr1	21575347	21575447	386309	386312	Fallopian_Epithelium	chr1:21575347-21575447	3CpGs	100bp	0.0834	0.845	0.762	0.524	-0.123	4.03e-25	U
chr1	21678624	21678821	388493	388496	Prostate_Epithelium	chr1:21678624-21678821	3CpGs	197bp	0.345	0.775	0.431	0.228	0.11	4.75e-16	U
chr1	21687145	21688109	388580	388586	Erythrocyte_progenitors	chr1:21687145-21688109	6CpGs	964bp	0.0932	0.938	0.845	0.753	0.689	9.98e-123	U
chr1	21846914	21847109	391297	391304	Heart_Cardiomyocytes	chr1:21846914-21847109	7CpGs	195bp	0.0894	0.912	0.822	0.645	0.454	2.4e-88	U
chr1	21974260	21974314	393937	393940	Pancreas_Duct_cells	chr1:21974260-21974314	3CpGs	54bp	0.217	0.869	0.653	0.405	-0.212	2.88e-15	U
chr1	21978395	21979002	394021	394035	Pancreas_Acinar_cells	chr1:21978395-21979002	14CpGs	607bp	0.048	0.91	0.862	0.75	0.509	3.83e-83	U
chr1	21980308	21980511	394048	394056	Pancreas_Acinar_cells	chr1:21980308-21980511	8CpGs	203bp	0.0556	0.92	0.864	0.707	0.481	7.81e-84	U
chr1	21980871	21981034	394061	394069	Pancreas_Acinar_cells	chr1:21980871-21981034	8CpGs	163bp	0.0295	0.889	0.86	0.713	0.621	3.04e-73	U
chr1	21981068	21981154	394070	394075	Pancreas_Acinar_cells	chr1:21981068-21981154	5CpGs	86bp	0.063	0.921	0.858	0.697	0.557	3.9e-83	U
chr1	22000406	22001321	394404	394421	Pancreas_Acinar_cells	chr1:22000406-22001321	17CpGs	915bp	0.085	0.909	0.824	0.692	0.523	2.87e-84	U
chr1	22002883	22003151	394436	394442	Pancreas_Acinar_cells	chr1:22002883-22003151	6CpGs	268bp	0.053	0.895	0.842	0.636	0.492	1.77e-62	U
chr1	22003543	22003866	394446	394453	Pancreas_Acinar_cells	chr1:22003543-22003866	7CpGs	323bp	0.0473	0.917	0.87	0.737	0.518	3.57e-80	U
chr1	22004220	22004858	394454	394462	Pancreas_Acinar_cells	chr1:22004220-22004858	8CpGs	638bp	0.0295	0.907	0.877	0.748	0.447	1.95e-71	U
chr1	22004928	22005125	394464	394472	Pancreas_Acinar_cells	chr1:22004928-22005125	8CpGs	197bp	0.0328	0.927	0.894	0.718	0.597	2.2e-92	U
chr1	22005494	22005586	394478	394484	Pancreas_Acinar_cells	chr1:22005494-22005586	6CpGs	92bp	0.0534	0.89	0.836	0.689	0.524	2.21e-77	U
chr1	22014434	22014464	394639	394642	Pancreas_Acinar_cells	chr1:22014434-22014464	3CpGs	30bp	0.0808	0.963	0.883	0.709	0.566	3.11e-88	U
chr1	22159926	22160041	397098	397104	Bone_Osteoblasts	chr1:22159926-22160041	6CpGs	115bp	0.179	0.884	0.705	0.567	0.361	1.11e-203	U
chr1	22163209	22163313	397149	397157	Gallbladder_epithelium	chr1:22163209-22163313	8CpGs	104bp	0.0439	0.85	0.806	0.632	0.223	5.8e-201	U
chr1	22286263	22286341	399034	399040	Heart_Fibroblasts	chr1:22286263-22286341	6CpGs	78bp	0.327	0.914	0.587	0.386	0.0336	5.34e-43	U
chr1	22402746	22402833	400612	400617	Bone_Osteoblasts	chr1:22402746-22402833	5CpGs	87bp	0.0842	0.873	0.789	0.589	0.466	5.17e-211	U
chr1	22415101	22415133	400754	400757	Pancreas_Delta_cells	chr1:22415101-22415133	3CpGs	32bp	0.369	0.904	0.535	0.219	-0.274	8.58e-15	U
chr1	22486954	22487027	401587	401592	Liver_Hepatocytes	chr1:22486954-22487027	5CpGs	73bp	0.0855	0.938	0.852	0.723	0.445	1.43e-105	U
chr1	22526335	22526640	402017	402023	Pancreas_Acinar_cells	chr1:22526335-22526640	6CpGs	305bp	0.0967	0.887	0.79	0.636	0.238	2.56e-52	U
chr1	22707901	22707940	405216	405220	Pancreas_Beta_cells	chr1:22707901-22707940	4CpGs	39bp	0.0299	0.884	0.854	0.676	0.107	8.4e-38	U
chr1	23097238	23097662	410471	410478	Head_Neck_Epithelium	chr1:23097238-23097662	7CpGs	424bp	0.189	0.871	0.683	0.605	-0.102	6.63e-71	U
chr1	23141031	23141183	410891	410896	Kidney_Epithelium	chr1:23141031-23141183	5CpGs	152bp	0.247	0.921	0.674	0.36	-0.273	1.83e-40	U
chr1	23256865	23257095	412721	412736	Head_Neck_Epithelium	chr1:23256865-23257095	15CpGs	230bp	0.155	0.924	0.769	0.484	0.125	3.9e-93	U
chr1	23553143	23553451	417298	417307	Dermal_Fibroblasts	chr1:23553143-23553451	9CpGs	308bp	0.225	0.886	0.661	0.388	-0.0794	1.6e-165	U
chr1	23733150	23733546	420220	420226	Colon_Epithelium	chr1:23733150-23733546	6CpGs	396bp	0.0577	0.922	0.864	0.647	0.131	1.95e-63	U
chr1	23798381	23798704	421460	421469	Gastric_Epithelium	chr1:23798381-23798704	9CpGs	323bp	0.148	0.909	0.761	0.644	-0.142	2.32e-86	U
chr1	23835308	23835532	422107	422121	Colon_Epithelium	chr1:23835308-23835532	14CpGs	224bp	0.0862	0.904	0.818	0.648	0.228	8.87e-81	U
chr1	23835540	23835628	422122	422127	Colon_Epithelium	chr1:23835540-23835628	5CpGs	88bp	0.134	0.935	0.801	0.652	0.291	1.02e-89	U
chr1	23941290	23941343	423929	423932	Prostate_Epithelium	chr1:23941290-23941343	3CpGs	53bp	0.271	0.896	0.624	0.327	-0.107	1.3e-26	U
chr1	23996991	23997028	424962	424965	Pancreas_Duct_cells	chr1:23996991-23997028	3CpGs	37bp	0.0911	0.901	0.809	0.519	-0.107	2.65e-20	U
chr1	24020914	24021183	425221	425232	Breast_Basal_Epithelium	chr1:24020914-24021183	11CpGs	269bp	0.132	0.903	0.771	0.547	0.268	1.63e-49	U
chr1	24140219	24140744	427031	427038	Pancreas_Acinar_cells	chr1:24140219-24140744	7CpGs	525bp	0.0636	0.94	0.876	0.734	0.578	9.46e-88	U
chr1	24140785	24141436	427040	427058	Pancreas_Acinar_cells	chr1:24140785-24141436	18CpGs	651bp	0.0619	0.925	0.863	0.685	0.502	2.41e-76	U
chr1	24255542	24255726	428749	428753	Blood_Granulocytes	chr1:24255542-24255726	4CpGs	184bp	0.0445	0.913	0.869	0.663	0.515	7.99e-50	U
chr1	24486211	24486557	431676	431684	Blood_T_cells	chr1:24486211-24486557	8CpGs	346bp	0.202	0.877	0.676	0.341	-0.198	5.98e-74	U
chr1	24605740	24605761	433566	433569	Liver_Hepatocytes	chr1:24605740-24605761	3CpGs	21bp	0.0944	0.926	0.832	0.687	-0.0279	3.91e-71	U
chr1	24748986	24749389	436021	436029	Blood_B_cells	chr1:24748986-24749389	8CpGs	403bp	0.122	0.894	0.772	0.554	0.0477	1.21e-49	U
chr1	24873883	24874202	437775	437781	Lung_Alveolar_Epithelium	chr1:24873883-24874202	6CpGs	319bp	0.0806	0.912	0.831	0.624	0.475	4.5e-66	U
chr1	25114007	25114211	441740	441743	Lung_Alveolar_Epithelium	chr1:25114007-25114211	3CpGs	204bp	0.107	0.884	0.776	0.551	0.402	1.08e-44	U
chr1	25202177	25202202	442931	442935	Lung_Bronchial_Epithelium	chr1:25202177-25202202	4CpGs	25bp	0.0618	0.914	0.852	0.603	0.00197	3.78e-29	U
chr1	25202566	25202651	442936	442941	Lung_Bronchial_Epithelium	chr1:25202566-25202651	5CpGs	85bp	0.226	0.897	0.671	0.434	0.0338	2.65e-30	U
chr1	25254385	25254539	443938	443943	Oligodendrocytes	chr1:25254385-25254539	5CpGs	154bp	0.082	0.92	0.838	0.649	0.452	7.45e-71	U
chr1	25285376	25285386	444446	444449	Erythrocyte_progenitors	chr1:25285376-25285386	3CpGs	10bp	0.0264	0.918	0.892	0.678	0.148	3.59e-42	U
chr1	25413074	25413356	446206	446211	Erythrocyte_progenitors	chr1:25413074-25413356	5CpGs	282bp	0.0379	0.862	0.824	0.596	0.408	8.25e-42	U
chr1	25585268	25585527	448687	448697	Blood_B_cells	chr1:25585268-25585527	10CpGs	259bp	0.133	0.907	0.775	0.589	0.35	6.11e-76	U
chr1	25654924	25655178	449844	449849	Oligodendrocytes	chr1:25654924-25655178	5CpGs	254bp	0.0859	0.914	0.828	0.66	0.464	9.43e-68	U
chr1	25673176	25673276	450089	450096	Head_Neck_Epithelium	chr1:25673176-25673276	7CpGs	100bp	0.109	0.886	0.777	0.57	-0.516	2.07e-63	U
chr1	25711959	25712205	450612	450616	Lung_Bronchial_Epithelium	chr1:25711959-25712205	4CpGs	246bp	0.222	0.865	0.643	0.38	0.0303	8.43e-20	U
chr1	25806768	25806915	452145	452153	Pancreas_Acinar_cells	chr1:25806768-25806915	8CpGs	147bp	0.11	0.932	0.822	0.666	0.526	2.61e-81	U
chr1	25847322	25847561	452795	452801	Bone_Osteoblasts	chr1:25847322-25847561	6CpGs	239bp	0.0968	0.888	0.791	0.57	0.401	2.96e-221	U
chr1	25861843	25862003	453067	453074	Gallbladder_epithelium	chr1:25861843-25862003	7CpGs	160bp	0.0308	0.908	0.877	0.686	0.515	1.79e-230	U
chr1	26140888	26141242	457442	457455	Lung_Alveolar_Epithelium	chr1:26140888-26141242	13CpGs	354bp	0.0923	0.889	0.797	0.608	-0.0714	2.6e-32	U
chr1	26141288	26141305	457457	457460	Lung_Alveolar_Epithelium	chr1:26141288-26141305	3CpGs	17bp	0.078	0.89	0.812	0.66	0.145	2.92e-44	U
chr1	26351559	26351632	461235	461240	Bladder_Epithelial_cells	chr1:26351559-26351632	5CpGs	73bp	0.224	0.904	0.68	0.436	-0.239	1.94e-35	U
chr1	26462709	26463282	462938	462945	Epidermal_Keratinocytes	chr1:26462709-26463282	7CpGs	573bp	0.175	0.875	0.7	0.507	0.302	5.67e-200	U
chr1	26556885	26557437	464711	464728	Erythrocyte_progenitors	chr1:26556885-26557437	17CpGs	552bp	0.193	0.925	0.732	0.598	0.458	3.62e-78	U
chr1	26648278	26648544	466223	466236	Monocytes_Macrophages	chr1:26648278-26648544	13CpGs	266bp	0.266	0.894	0.627	0.457	-0.62	7.37e-43	U
chr1	26756548	26756772	467838	467844	Blood_NK_cells	chr1:26756548-26756772	6CpGs	224bp	0.31	0.912	0.601	0.426	0.0139	4.68e-38	U
chr1	26780355	26780609	468162	468174	Liver_Hepatocytes	chr1:26780355-26780609	12CpGs	254bp	0.166	0.932	0.765	0.66	-0.368	3.23e-50	U
chr1	26796641	26796935	468443	468447	Erythrocyte_progenitors	chr1:26796641-26796935	4CpGs	294bp	0.0421	0.871	0.829	0.677	0.607	4.28e-51	U
chr1	26860647	26861010	469682	469691	Head_Neck_Epithelium	chr1:26860647-26861010	9CpGs	363bp	0.205	0.91	0.705	0.589	-0.319	4.61e-87	U
chr1	26943858	26944302	471324	471340	Liver_Hepatocytes	chr1:26943858-26944302	16CpGs	444bp	0.173	0.931	0.758	0.689	0.223	5.94e-115	U
chr1	27338764	27339053	477994	478000	Pancreas_Beta_cells	chr1:27338764-27339053	6CpGs	289bp	0.259	0.919	0.66	0.505	0.0693	5.49e-32	U
